"","ASV","YSI","rASV","rYSI","means"
"0206221005",1.32943228125242,1642,954,688,247.568841026463
"0206221006",0.878919580492563,714,544,170,254.737059280431
"0206221007",1.22038329589713,978,858,120,255.917744545783
"0206221011",0.931965738786809,1452,594,858,245.18536403432
"0206321015",1.68759149250413,1216,1185,31,259.374472279471
"0206321022",0.808531569435905,1190,477,713,247.08807765866
"0206321027",1.08597704594433,833,731,102,256.459898848923
"0206321044",0.533920414418762,944,257,687,247.572172455837
"0206321068",1.24301310166735,2275,878,1397,234.425083473083
"0206921011",0.883014676131143,924,551,373,251.324170640487
"0206921014",0.903974970644147,590,566,24,259.966234661287
"0206921018",2.3594015980513,2472,1397,1075,242.04128431256
"0206921026",2.32837868742535,1458,1387,71,257.6260334186
"0207921001",1.62618283567235,1237,1156,81,257.214982903393
"0207921011",3.65754931864717,1776,1582,194,254.363965786528
"0207921024",0.543234935161981,303,266,37,259.094732707755
"0207921027",1.69385052394772,1539,1190,349,251.724272301032
"0207921031",1.34804048930257,1077,970,107,256.286730380844
"0208021007",1.00055758543906,2130,654,1476,228.146439872063
"0208021009",1.39949610317554,2245,1009,1236,239.098392914389
"0208021017",0.87903902503869,2106,545,1561,213.909031403097
"0208021024",0.218039745542753,1441,54,1387,234.747271882647
"0208021028",0.166065830947168,1420,28,1392,234.622224704513
"0208121007",0.906537158979878,1306,570,736,246.779087002709
"0208121008",0.807411083441251,1217,472,745,246.675079302076
"0208121011",0.198898985791059,925,44,881,244.866067397316
"0208121019",0.452076854561072,1057,185,872,244.977059581056
"0208121020",1.30393381593671,2219,931,1288,238.013855656897
"0208421013",1.75008253342807,1383,1214,169,254.74941724537
"0208421026",1.12533926573714,1817,774,1043,242.457817849147
"0208421027",1.15643254589401,1233,804,429,250.766922002766
"0208421036",1.75784881700348,1348,1218,130,255.654318369709
"0208421040",2.56002453381504,1913,1453,460,250.405033038721
"0210021003",1.30820067467514,1062,937,125,255.790679453209
"0210021005",2.59738868338234,1931,1460,471,250.267330559389
"0210021007",0.965082706923361,1556,618,938,243.950339048168
"0210021010",1.5611243174374,1265,1110,155,255.127690439769
"0210021019",1.20595808553094,1400,842,558,249.236265228169
"0211021006",0.548531574501059,813,271,542,249.447777780038
"0211021007",0.505715020122864,1087,227,860,245.15564834569
"0211021012",1.23150650328345,1945,868,1077,241.985260432914
"0211021018",0.638908421704009,487,341,146,255.379496590036
"0211621010",0.480321262238452,837,207,630,248.366206406454
"0211621013",0.493030196857068,861,218,643,248.129983963773
"0211621026",0.849117324078296,828,517,311,252.55468414014
"0211621031",0.363602556293762,1231,124,1107,241.40464886677
"0211621040",1.37243103341672,1873,987,886,244.780036152327
"0212521007",1.27466341555398,2453,904,1549,217.355474197523
"0212521010",1.40078455866896,2411,1011,1400,234.389941183145
"0212521034",1.52840305999978,2632,1089,1543,218.109043291829
"0212521040",1.30134259607778,2436,925,1511,223.90542727875
"0212621008",1.13262985630645,915,784,131,255.630486925054
"0212621011",0.650478180877927,466,347,119,255.923485442736
"0212621019",0.535962947668733,303,259,44,258.806235552531
"0212621021",1.19078700927437,973,830,143,255.420580360245
"0212621030",0.937189104202384,874,597,277,253.056974986933
"0213021006",1.31820694483973,2108,946,1162,240.564717208921
"0213021010",1.17144473766861,2072,815,1257,238.655039880081
"0213021017",0.808492915973696,1888,476,1412,233.843039960247
"0213021019",0.326282272548033,1132,102,1030,242.648279157777
"0213321008",1.35152913897622,2371,973,1398,234.419134877676
"0213321017",0.861163240351487,1870,528,1342,236.539840665713
"0213321030",1.29890341152797,2213,923,1290,237.950162314742
"0213321031",1.65280512779035,1261,1167,94,256.705049021866
"0213321032",0.684233495293868,1489,368,1121,241.153879907335
"0213521004",2.81924854597993,3109,1508,1601,178.440041695272
"0213521009",1.42481256468393,1562,1024,538,249.532248395636
"0213521012",0.645299101902843,1785,344,1441,231.946785991994
"0213521023",1.29400471815412,1718,919,799,245.980530260071
"0216321073",1.21926438690335,1465,857,608,248.617365009378
"0216321076",1.45228711107612,1958,1041,917,244.272508962219
"0216321078",0.924114533936641,934,586,348,251.729679345464
"0216321085",2.06078218423353,1775,1319,456,250.441450298989
"0217321006",0.92039364583911,1719,581,1138,240.838883374548
"0217321048",0.499559668144842,1280,224,1056,242.280233812082
"0217321052",0.587838083225771,1679,296,1383,234.874282905572
"0217321055",0.130747296460481,1136,17,1119,241.163873033034
"0217921016",1.3384307734033,1782,959,823,245.729490337031
"0217921018",1.52095922455272,2525,1085,1440,231.948750400652
"0217921026",1.39703446635632,1806,1006,800,245.969618582476
"0217921031",1.0845555650006,1291,729,562,249.178159739268
"0217921032",1.05888262385782,1956,705,1251,238.740926649993
"0218121015",1.39098395746417,2462,1001,1461,230.193235286523
"0218121023",1.08338678825729,2220,727,1493,226.302067517567
"0218121030",0.640336165048702,626,342,284,252.949587619376
"0218121046",0.80808348949162,1688,475,1213,239.600953099573
"0218121062",2.0247622677062,2781,1307,1474,228.457728231854
"0218321002",1.55567219411378,1314,1109,205,254.097674828834
"0218321003",1.94493838296207,1872,1277,595,248.749224491943
"0218321006",1.21417283364122,1354,849,505,249.885168981481
"0218321016",2.03363162826797,1765,1312,453,250.476447991922
"0218321019",0.676501567122739,975,366,609,248.614614117364
"0219321003",0.606380077573511,1404,312,1092,241.756998473954
"0219321019",1.08209347451567,1533,724,809,245.887529378237
"0219321022",0.848571100682357,1972,516,1456,230.326423117214
"0219321023",0.71991958747722,1194,404,790,246.083867802239
"0219321035",0.790418209287893,1792,458,1334,236.723116198824
"0222121001",0.206953519010442,851,50,801,245.945522103103
"0222121005",0.661318887339989,591,355,236,253.618979775059
"0222121006",1.16275079870903,981,808,173,254.63674344349
"0222121012",0.343022087740242,505,109,396,251.107418818269
"0222221001",0.957324549024863,1366,611,755,246.549640489343
"0222221022",1.34914007527971,1802,971,831,245.58981795848
"0222221057",1.06709671873202,1916,712,1204,239.722624593089
"0222221062",1.19145506906337,2127,832,1295,237.85478849776
"0223021009",1.21884305576976,910,856,54,258.451894040433
"0223021027",0.836971340659799,757,503,254,253.322272693244
"0223021031",1.12919829515178,1193,781,412,250.952682291667
"0223021051",3.02032789958773,1601,1540,61,258.13659866726
"0223021054",1.10304696476756,1297,752,545,249.363614717007
"0224121001",2.00716840159957,1530,1301,229,253.670267278439
"0224121002",2.59443006599966,1502,1459,43,258.830010687229
"0224121003",1.24904140050822,913,885,28,259.624710625601
"0224121017",2.97977530637487,1728,1531,197,254.337570538315
"0224121019",2.10668858262944,2034,1337,697,247.375472459339
"0225621002",1.09846312865723,1628,745,883,244.848920972753
"0225621011",0.880251082001633,805,548,257,253.302571125068
"0225621016",1.2369584505669,1519,872,647,248.076917605748
"0225621023",0.605721541100626,832,311,521,249.694652855067
"0225621030",1.75701424712506,2630,1217,1413,233.827671794462
"0225921005",2.45342588211322,2019,1427,592,248.768991344698
"0225921026",2.46541255999126,1444,1429,15,260.925888954616
"0225921028",2.12144403819712,1352,1340,12,261.432002046625
"0225921031",1.08410343427499,1230,728,502,249.906603281154
"0225921032",2.02681084049838,1783,1309,474,250.236792539361
"0227221004",3.64653630919723,1828,1580,248,253.443196593915
"0227221015",0.863876467952645,872,529,343,251.821502570346
"0227221041",2.10130309000245,2276,1333,943,243.894822226177
"0227221046",0.592764061246565,1064,300,764,246.490302923196
"0227221050",0.799259747440868,1465,467,998,243.101731094662
"0228721004",1.79337533751548,2770,1235,1535,219.650908627074
"0228721011",2.181428452296,2944,1356,1588,202.729021221273
"0228721021",0.648546460371542,1936,345,1591,200.066287117404
"0228721023",1.42623250650161,2549,1026,1523,222.279822808573
"0228721025",1.84176600099253,2833,1243,1590,201.387968850324
"0230021040",0.694392828081122,1570,376,1194,239.984482861483
"0230021043",0.91961188851744,1714,579,1135,240.953868884404
"0230021049",0.166133920499413,515,29,486,250.119274528147
"0230021094",0.510119021191462,1427,234,1193,240.003577698739
"0230021102",0.115534097793719,1421,15,1406,234.114285110156
"0230921010",1.31008005493046,1573,940,633,248.349129907335
"0230921015",1.03899627690407,2245,687,1558,214.495226154801
"0230921028",0.627795623313562,1293,330,963,243.676187887938
"0230921081",0.564269782019804,751,284,467,250.297299880881
"0230921113",1.079554726445,1114,720,394,251.143150869824
"0231021032",1.58931021386488,2712,1131,1581,206.780011390032
"0231021065",1.71492772828072,2774,1202,1572,209.944595201002
"0231021071",0.827631700421546,2038,491,1547,217.775778657496
"0231021081",3.55407653304034,3074,1577,1497,225.98932008297
"0233021010",1.27208905819126,2347,902,1445,231.571167151954
"0233021011",1.65907096703161,2714,1170,1544,218.072864287821
"0233021037",1.47680588299246,2554,1055,1499,225.767098285728
"0233021041",0.864431650145253,1098,530,568,249.123046493834
"0233021043",1.50039083577376,2443,1074,1369,235.655568235964
"0234921010",0.847986140735721,2027,515,1512,223.834879225916
"0234921011",0.708084354814291,1217,391,826,245.690016631724
"0234921012",0.238550632891577,609,59,550,249.296801603916
"0234921026",0.404209177945628,1451,160,1291,237.944157244197
"0238121004",2.2647228989395,1412,1376,36,259.213771660053
"0238121006",1.86935385795906,1567,1255,312,252.534957747149
"0238121028",1.27493373364847,1137,905,232,253.666956360563
"0238121033",1.83465258366057,1478,1241,237,253.537108713624
"0240821005",0.300536511890838,871,92,779,246.246897642211
"0240821007",0.54785980018537,457,270,187,254.463217795515
"0240821009",3.41689817487642,1801,1573,228,253.692397405452
"0240821012",1.81253323074324,1411,1240,171,254.736662568807
"0240821020",1.34528410882777,1279,966,313,252.511595495125
"0241021001",1.33961579555682,1326,961,365,251.437224924973
"0241021005",0.507831326838315,1166,230,936,243.956748538038
"0241021009",1.96724124391324,2372,1286,1086,241.879762623386
"0241021014",1.70912785883213,2608,1200,1408,234.058643106311
"0241021056",0.752741012104922,859,427,432,250.726827705495
"0241721001",1.1358204624759,2023,785,1238,239.089924439965
"0241721003",1.30020469335863,1740,924,816,245.813212358835
"0241721006",0.706964339987342,999,388,611,248.603841687838
"0241721027",0.77514856556575,1338,444,894,244.607674439964
"0241721041",0.956297066244612,1583,608,975,243.502983522856
"0242021010",1.30275122183713,1730,928,802,245.935440312978
"0242021019",0.404749905170841,424,161,263,253.221760599174
"0242021027",0.978844635933897,1418,633,785,246.178546694251
"0242021030",1.05185546389531,1818,700,1118,241.183195784359
"0242021039",1.1037162021411,1372,754,618,248.502108156839
"0242621001",0.707083605609429,909,390,519,249.72248623467
"0242621005",2.72185021863919,1629,1487,142,255.44605272665
"0242621008",1.31428707847033,1135,943,192,254.373926730099
"0242621012",2.11227336579006,1643,1338,305,252.659184704185
"0242621014",2.18947335665116,1565,1357,208,254.065404379622
"0242821008",1.24920492713725,2310,886,1424,233.242813990228
"0242821013",1.68019707603448,2079,1179,900,244.549661873826
"0242821017",1.6224837405558,2449,1150,1299,237.756199945323
"0242821020",0.514265513227668,1721,237,1484,227.089662314744
"0242821025",0.612122418237762,1611,318,1293,237.923660110158
"0243021003",1.89876436261963,2833,1263,1570,210.667108852204
"0243021027",2.51786635394236,3021,1441,1580,206.803567769115
"0243021030",3.72685890594951,3152,1585,1567,211.370253109911
"0243021035",3.11321495999104,3141,1552,1589,202.657222986365
"0243021040",2.90587863276047,3107,1523,1584,204.895272764481
"0243721005",0.992232519306935,1934,649,1285,238.034936565184
"0243721007",1.14091406332534,1755,789,966,243.631747343912
"0243721011",0.62300640111256,1316,326,990,243.241547556042
"0243721012",1.12328958770769,1174,773,401,251.052197367653
"0243721013",0.684722333584714,1910,369,1541,218.631269271291
"0244521019",0.802326538052643,789,468,321,252.247662052068
"0244521025",2.85356571463167,1620,1516,104,256.401006974507
"0244521047",1.292801171203,1692,916,776,246.28082349537
"0244521050",0.61047826436307,381,317,64,257.975250515951
"0245421001",0.295453064417447,792,89,703,247.272328127128
"0245421003",1.01120106784851,917,664,253,253.373796647787
"0245421010",3.66011819359316,1778,1583,195,254.357939938657
"0245421014",1.30380028121055,1079,930,149,255.265622685185
"0245421020",2.79645752709767,1517,1500,17,260.722138243236
"0246621006",1.50035479336572,2051,1073,978,243.482466327091
"0246621021",1.16219374567481,1677,807,870,244.987502310509
"0246621026",0.589410001705674,1448,299,1149,240.69476627097
"0246621064",0.969473432286935,2067,623,1444,231.707642914392
"0246621067",0.910837701436901,1627,573,1054,242.29736116836
"0247021016",3.18114147065524,1822,1561,261,253.282650380291
"0247021017",0.482006957670227,699,209,490,250.106885856144
"0247021018",2.69003188390094,1924,1477,447,250.517366705672
"0247021020",1.96642030588686,1323,1285,38,259.081249442655
"0247021021",2.41845908071735,1847,1416,431,250.763841038668
"0247921001",2.39323719213562,1411,1407,4,263.946899440476
"0247921004",2.7599265214987,1807,1490,317,252.400774197126
"0247921014",2.22729430575104,1772,1367,405,251.004355750232
"0247921018",1.56814513104655,1297,1115,182,254.542719936844
"0247921021",0.524206161268334,743,246,497,249.973120152417
"0248621010",1.31989715659893,1419,947,472,250.238961988408
"0248621012",0.100278147124377,1575,10,1565,212.343961975148
"0248621020",1.85047617357317,2429,1249,1180,240.259580143828
"0248621034",1.14384493661472,2331,791,1540,218.693324932234
"0248621040",0.437939493650351,1747,179,1568,211.280499402245
"0251341016",0.792754786958214,2056,461,1595,186.929766047594
"0253441026",0.98184619040223,1901,637,1264,238.509682877513
"0253441044",0.53191018177965,1010,252,758,246.537775189522
"0253441052",1.90575891701335,2623,1267,1356,236.165910330616
"0253441119",0.974585433594941,1653,628,1025,242.713860727441
"0253441121",1.44829965200207,2112,1039,1073,242.049693665917
"0255141011",1.6446593999379,1260,1164,96,256.642578621032
"0255141020",0.265792556894533,439,77,362,251.468622508367
"0255141048",1.35574031782184,1069,976,93,256.709504351356
"0255141079",1.1779315929794,1542,819,723,246.982541494141
"0255141083",2.81479786619285,1663,1506,157,255.056405517415
"0258641006",1.98884967546841,1987,1296,691,247.493438226432
"0258641011",2.36702012237796,1666,1399,267,253.165619782316
"0258641081",1.26887851298118,1732,900,832,245.586560906686
"0258641082",2.14881445822756,2005,1346,659,247.890637325637
"0258641084",1.93889333681237,1948,1275,673,247.718558614418
"0279341003",0.986815721507869,1960,644,1316,237.196534007867
"0279341016",0.80782079646371,1400,474,926,244.123879586669
"0279341027",0.47629900942721,766,205,561,249.190919369416
"0279341029",1.99770639164941,2710,1299,1411,233.874328981409
"0279341042",0.950649721279167,673,605,68,257.758917826206
"0280241009",2.78929862823213,2518,1499,1019,242.820432653909
"0280241014",3.13262657703284,2253,1555,698,247.337712703646
"0280241019",2.01373724708896,1355,1302,53,258.587831460479
"0280241028",0.974893276989403,1791,630,1161,240.565876758637
"0280241051",3.08061459181857,2196,1550,646,248.091194767617
"0280641011",1.29316383484654,1306,917,389,251.196462358834
"0280641029",1.4240374024895,2501,1022,1479,227.63754062162
"0280641033",1.90228825368298,2553,1266,1287,238.01392914976
"0280641038",0.629079852285347,1230,331,899,244.554658346489
"0283141007",0.52148393071395,1009,243,766,246.463628492572
"0283141012",1.0197590659818,2146,673,1473,228.535330083703
"0283141018",1.41815991294246,1646,1020,626,248.427679530552
"0283141025",0.176580891199097,814,37,777,246.272313769769
"0283141041",1.47533110341775,2089,1053,1036,242.56438078917
"0288241004",1.17128858018632,2161,814,1347,236.434083831497
"0288241005",1.04008005036854,2064,688,1376,235.244221838551
"0288241011",0.682210393122561,1581,367,1214,239.596018575765
"0288241017",1.19068175125772,1501,829,672,247.728115637652
"0288241021",0.723264184477959,1834,406,1428,232.787077879115
"0288341007",0.868765422045155,1536,534,1002,243.084698049069
"0288341011",1.61005838620058,2310,1144,1166,240.536277394106
"0288341012",0.258388404380816,1194,71,1123,241.132357605104
"0288341017",0.657295551392525,608,352,256,253.310832669081
"0288441005",0.675070937270091,903,363,540,249.529777614566
"0288441013",0.713959711303286,1164,397,767,246.429792164831
"0288441021",0.911859673179303,795,574,221,253.807974305414
"0288441026",1.0613163335359,1240,709,531,249.608925983173
"0288441035",0.948663716955908,888,603,285,252.942960374708
"0289041008",1.26291006284941,1497,895,602,248.662182775368
"0289041011",0.14744416901622,1060,20,1040,242.498058058746
"0289041015",2.44829299783709,2672,1422,1250,238.767315272894
"0289041019",1.44744976110265,2029,1037,992,243.195371088992
"0289041023",0.578863370166814,513,291,222,253.759908923484
"0290041025",2.23218146123336,1613,1369,244,253.447729249339
"0290041046",2.82435553612716,1518,1509,9,261.536677037885
"0290041065",1.31314808506598,1440,941,499,249.965553203163
"0290041068",2.92766144551932,2040,1526,514,249.774106902357
"0290041079",1.74579393528092,1549,1213,336,251.928767939815
"0290541004",3.5284009926821,1658,1576,82,257.08830174513
"0290541005",3.31192326021106,1871,1568,303,252.681400710979
"0290541007",1.48289585933081,1348,1059,289,252.873519110157
"0290541054",2.31818248134861,2288,1382,906,244.424136160714
"0291641036",0.890858330436822,722,557,165,254.848100965935
"0291641039",0.304948023378499,161,95,66,257.833369080074
"0291641053",1.41508352962078,1030,1019,11,261.462675743392
"0291641055",1.44199869395342,1117,1034,83,257.064111182841
"0291641065",1.57129005758039,1433,1119,314,252.48855029102
"0292341011",2.49269468898553,2443,1435,1008,242.984658190242
"0292341015",0.658815306498582,1595,353,1242,239.023784999928
"0292341016",0.184185275072311,1133,39,1094,241.713482921604
"0292341018",0.971167237122267,2030,626,1404,234.265316244917
"0292341026",1.04018656331288,1266,689,577,249.021941415272
"0292341054",1.18176354668002,1725,823,902,244.531240176695
"0292641012",0.50340062764068,257,225,32,259.358956000508
"0292641022",1.68869347229586,1520,1186,334,251.94162214406
"0292641026",2.42305058431499,2459,1418,1041,242.496832448842
"0292641030",2.48779815972544,1476,1434,42,258.866210400094
"0292641047",2.43288101465623,1425,1420,5,262.475346765636
"0292841006",2.08086269752658,1646,1324,322,252.232121211296
"0292841013",1.46697844014423,1358,1048,310,252.555219852048
"0292841016",1.0887601582504,1956,735,1221,239.416415875465
"0292841037",1.79242049689521,1498,1234,264,253.193851295042
"0292841093",2.27870905665195,1952,1378,574,249.048179999399
"0292941004",2.09813962510843,1334,1331,3,264.949708250661
"0292941010",1.32252014667253,1092,951,141,255.446194245087
"0292941021",2.45194967995008,1604,1425,179,254.588385578204
"0292941026",0.17668918786447,657,38,619,248.493922522278
"0292941028",1.35867409451442,1066,979,87,256.920331251587
"0293441006",0.89152055097029,1974,558,1416,233.606319139401
"0293441016",0.785940896131401,1370,455,915,244.303081406452
"0293441022",1.24851854555845,1729,884,845,245.336855676936
"0293441043",0.609233149920505,1313,314,999,243.098467067091
"0293441053",0.396778922970536,1449,152,1297,237.838159097543
"0293841003",2.14596436060799,2763,1345,1418,233.497109184232
"0293841049",0.860462205017645,1121,525,596,248.740064909237
"0293841059",1.72101833864264,1863,1206,657,247.955511080174
"0293841067",1.2369433304489,1230,871,359,251.496519898517
"0314321014",0.600657932293125,910,307,603,248.657733081939
"0314321032",0.329643430818443,289,105,184,254.502959441979
"0314321035",1.52635880220088,1219,1087,132,255.628253584584
"0314321036",0.833394845382542,837,500,337,251.910851027265
"0314321037",1.04455365163486,1048,694,354,251.641043407415
"0317621005",3.29281832093535,2059,1566,493,250.044820657006
"0317621008",0.785314560965881,922,453,469,250.268818556165
"0317621022",1.56499330708546,2352,1113,1239,239.084113813859
"0317621045",0.807478451490354,1484,473,1011,242.955430833262
"0317621049",0.532793613302367,1439,255,1184,240.112082729206
"0320421039",1.73209428374646,1773,1209,564,249.156181494637
"0320421043",0.292985680377286,927,87,840,245.449571786444
"0320421048",0.613452014953497,1368,319,1049,242.437858083199
"0320421049",1.06009522347942,1853,707,1146,240.738670131001
"0320421059",0.465519701507744,729,197,532,249.60121610663
"0326121005",0.778047078170284,1123,446,677,247.67320369933
"0326121014",0.466763921920061,1262,198,1064,242.150760719981
"0326121017",1.1514616099359,1597,799,798,245.98908661974
"0326121027",0.585113337475012,1360,292,1068,242.110947127152
"0326121030",0.294240742240029,961,88,873,244.976649748605
"0327621013",0.359591946333962,1441,120,1321,237.07315323586
"0327621021",0.904222222807701,1321,568,753,246.557333391559
"0327621030",0.384227694013618,258,141,117,255.925159448782
"0327621060",1.4130143800865,2257,1016,1241,239.073524969064
"0327621064",0.408729176108524,1060,167,893,244.623074131324
"0330921006",1.25755632865236,1023,894,129,255.670764070829
"0330921028",1.11207069247642,1210,759,451,250.487716765873
"0330921046",0.766161673826774,589,435,154,255.164790779317
"0331521007",1.11256999523992,1392,760,632,248.357948690404
"0331521012",0.455196767194848,212,187,25,259.8489859479
"0331521023",0.755189786097446,1396,431,965,243.650663751818
"0331521039",1.20093843001444,1410,840,570,249.088956923947
"0331521042",0.836011189634839,686,501,185,254.49066121245
"0331921003",1.22046192977911,1309,859,450,250.497060462891
"0331921010",0.708347681154159,1893,392,1501,225.348323758212
"0331921017",0.401457503811147,753,156,597,248.720486609275
"0331921022",0.196337743135871,487,43,444,250.568512623386
"0331921026",1.19398080445876,1765,834,931,244.054753364126
"0332621008",1.51383561762894,2278,1081,1197,239.930995247242
"0332621017",2.93566417805198,2292,1527,765,246.470227129558
"0332621018",1.86005716313892,2128,1253,875,244.94125280338
"0332621021",0.421731810768949,609,169,440,250.62036381386
"0332621024",0.347791586293119,412,115,297,252.747708831499
"0333521043",0.405262384440026,1701,163,1538,218.9525293914
"0333521047",0.877159042015299,1812,543,1269,238.478508875591
"0333521051",0.316056265305754,622,99,523,249.679019016683
"0333521066",2.58925955564873,2922,1456,1466,229.702250057246
"0333521078",0.188134754257706,1104,41,1063,242.202912619995
"0333721002",0.524461313415207,1063,248,815,245.851085374707
"0333721003",0.526833519765783,1083,249,834,245.563191415271
"0333721020",0.709920180237432,1368,395,973,243.523009211527
"0333721022",1.61497799139142,2357,1148,1209,239.669667545623
"0334221011",1.20350377201316,1262,841,421,250.844456537097
"0334221017",1.46035059444325,1156,1043,113,256.062611937831
"0334221021",1.08010739353576,1067,722,345,251.79444364275
"0334221053",2.34077381863081,1992,1393,599,248.681521246693
"0334221058",1.80357361572859,1716,1237,479,250.156506696429
"0335621002",0.587119838224284,1487,295,1192,240.01457774345
"0335621010",0.260663694933151,1448,73,1375,235.287361388818
"0335621038",0.773607345677463,2035,442,1593,197.729040534328
"0335621039",0.585712338120963,1723,293,1430,232.683186825725
"0336121008",0.732777739723072,1597,410,1187,240.058805612804
"0336121019",0.727007905047261,1422,407,1015,242.901959913747
"0336121022",0.77508082130994,834,443,391,251.186617541614
"0336121023",1.06757449248774,2231,713,1518,223.345372050992
"0336121026",0.958050820264089,2029,612,1417,233.596860727443
"0337721020",0.296453745728102,761,90,671,247.765178526925
"0337721025",2.53610983639508,2410,1448,962,243.680214944214
"0337721047",0.7003756610965,1604,381,1223,239.372563769768
"0337721063",0.778550115855474,1115,448,667,247.802605656894
"0337721067",0.972403807556242,1398,627,771,246.392948469946
"0337921041",1.26716556178351,1181,898,283,252.969823530071
"0337921069",2.07675456945212,2085,1323,762,246.491166964415
"0337921106",0.926838306684315,700,589,111,256.12256950169
"0337921122",1.11106085527805,1253,758,495,249.978957729205
"0338621019",1.41344148989249,1409,1017,392,251.180060242432
"0338621020",1.00461918290077,1522,657,865,245.058093854149
"0338621024",0.487064723336927,1418,211,1207,239.692009312153
"0338621044",0.803162155188785,1110,469,641,248.159961096204
"0342121009",0.254160964622035,546,68,478,250.160605035602
"0342121012",0.426264555470486,1691,171,1520,223.178432131054
"0342121017",0.250302321546295,1532,65,1467,229.625471495222
"0342121021",0.333082007069302,216,107,109,256.243224924971
"0342121022",0.288547088147996,1603,86,1517,223.431044790295
"0342221005",2.02513262783822,2455,1308,1147,240.730590269357
"0342221024",1.10925452374888,1386,757,629,248.374703465904
"0342221029",0.710195371989534,1406,396,1010,242.956017473472
"0342221033",1.48519925960563,2280,1062,1218,239.473877041373
"0342221036",1.54867555115602,2275,1100,1175,240.407255348251
"0343421013",1.64396682490716,2059,1163,896,244.601251326279
"0343421014",0.406886314326117,1060,165,895,244.603988448534
"0343421029",0.91353560694325,1341,578,763,246.491053214236
"0343421035",1.86561453081801,1522,1254,268,253.144966249827
"0343421040",1.52374617153908,1236,1086,150,255.252314350634
"0343621005",1.85058808398643,2207,1250,957,243.701568619857
"0343621011",1.3176636046877,2253,945,1308,237.406877892236
"0343621013",0.830588294870033,1916,494,1422,233.430082105125
"0343621017",1.41967401895688,2203,1021,1182,240.193808498806
"0343621036",0.856726040521912,1273,521,752,246.562634096048
"0345421008",2.96171725166105,1808,1529,279,253.035444775132
"0345421021",2.37421874381313,1891,1402,489,250.110636040439
"0345421026",3.07058805917717,1822,1549,273,253.099232721561
"0345421032",2.20997565075508,2790,1364,1426,232.922310443244
"0345921025",0.868616851112557,1907,533,1374,235.338054290053
"0345921039",1.03760047634449,2167,686,1481,227.275898717603
"0345921047",0.0916163870989389,1185,7,1178,240.309191234897
"0345921053",0.991325829640735,1990,646,1344,236.525262082258
"0345921055",1.17053122613351,1657,813,844,245.34739970852
"0346021002",1.5783070529991,2612,1124,1488,226.794345400236
"0346021009",1.21373966121082,1701,847,854,245.242862050192
"0346021013",2.51557625923193,2175,1440,735,246.780093365245
"0346021014",1.36596805493526,2265,984,1281,238.135856979646
"0346021015",1.25677609953119,2243,893,1350,236.37190754482
"0347321001",1.60879471844575,1510,1142,368,251.367326115448
"0347321019",1.34800772771875,2372,969,1403,234.28203312603
"0347321029",1.0448624917373,1734,695,1039,242.504101909098
"0347321032",0.994050057943505,1834,651,1183,240.124782716701
"0347321041",1.38382401451744,2204,996,1208,239.670527173649
"0347921019",1.26683843169431,1480,897,583,248.955920251251
"0347921034",1.00989222310173,1249,663,586,248.889015469304
"0347921040",0.532401608553171,782,254,528,249.628017084973
"0347921041",0.992502742587568,1894,650,1244,238.960998914871
"0348021025",1.17702242126591,2268,818,1450,231.072386962011
"0348021053",1.53501404669126,2440,1095,1345,236.514517473472
"0348021055",0.300507671840072,848,91,757,246.544480175895
"0348421005",0.704933806041547,1488,384,1104,241.479455745078
"0348421014",1.37758700595805,2324,991,1333,236.724271441729
"0348421015",0.514807116916632,1424,239,1185,240.071140781065
"0348421017",1.05643650189208,1958,704,1254,238.707485564507
"0348421018",1.11385234878822,988,764,224,253.742683478764
"0348421021",0.3850106680349,1581,142,1439,232.155881650964
"0351821004",1.74149090880141,1464,1212,252,253.376313296165
"0351821008",0.667064647479517,1589,361,1228,239.279492477403
"0351821010",1.2889297606165,2016,915,1101,241.568467978365
"0351821014",0.962083531195998,1529,617,912,244.368326812601
"0351821019",3.7720705067591,2145,1586,559,249.20584837963
"0352221018",2.80110971359876,1564,1502,62,258.044220981525
"0352221029",2.37877593172901,1455,1403,52,258.596950321669
"0352221041",2.0574669039687,2035,1317,718,247.024918853716
"0352221042",2.02988361837904,1368,1311,57,258.27711703343
"0352221044",2.11237598943977,1499,1339,160,254.926287946429
"0360721016",1.4402813203088,1802,1033,769,246.395409448782
"0360721022",1.48967624433866,2452,1066,1386,234.766822588112
"0360721049",0.272867897841744,235,82,153,255.205739916154
"0360721054",0.401885679082762,891,158,733,246.822545952711
"0360721058",1.37613218549072,1949,990,959,243.69865942874
"0363521008",1.90149810259931,2644,1265,1379,235.126186165872
"0363521009",1.23956422878309,2198,876,1322,237.019983603022
"0363521015",1.11720930045977,1045,767,278,253.045917605748
"0363521019",1.0057729163742,1804,659,1145,240.759047676295
"0363521020",1.30184132479726,2264,926,1338,236.646632834192
"0363821002",1.19618139275749,2436,838,1598,179.789697586879
"0363821009",1.34766258178633,2321,968,1353,236.220431274178
"0363821021",0.0775293239904995,1234,5,1229,239.268831426494
"0364821002",0.886978949640466,1651,556,1095,241.677995628033
"0364821004",0.719687173986808,1707,403,1304,237.599425321799
"0364821015",0.772045705744663,1706,439,1267,238.493051824924
"0364821018",0.886457767866424,1459,555,904,244.441054550591
"0364821032",0.745289551057653,1036,420,616,248.513624275621
"0365221005",0.460967464130687,1723,193,1530,220.58020530416
