"","ASV","YSI","rASV","rYSI","means"
"0235421002",0.284512703873176,2161,285,1876,156.654414652407
"0235421006",1.13790497398923,3572,1447,2125,139.673194139228
"0235421007",2.44907151506608,2268,2134,134,189.323222901437
"0235421009",0.313042828256533,2188,318,1870,156.698413094566
"0235421018",1.64232753449315,3151,1889,1262,167.98747649002
"0235521003",1.24625642580019,3433,1555,1878,156.563186620961
"0235521005",0.0947447172563288,1075,82,993,171.707035422505
"0235521027",1.14394640068077,3516,1451,2065,147.115118402494
"0235521036",1.84809838280241,3549,1990,1559,163.779121509987
"0235521047",0.895302895679473,2982,1177,1805,158.506011958706
"0238121004",0.918170273595683,1458,1211,247,184.339156189531
"0238121006",1.44997998536669,2938,1748,1190,169.106262675938
"0238121028",0.252179037651551,366,252,114,190.422994228913
"0238121029",2.08183866732683e-13,2161,6,2155,131.422151237946
"0238121033",0.8354811266812,1617,1109,508,178.883741605861
"0238921007",0.884077661446042,1579,1162,417,180.421257805184
"0238921010",1.58681916561074,1979,1859,120,190.014601426007
"0238921016",1.12863097252589,3030,1436,1594,163.122301354446
"0238921019",0.420329900681056,1106,469,637,176.482956629031
"0238921047",1.11206571052606,3407,1415,1992,151.576135774384
"0239121028",1.45845764252561,3811,1757,2054,147.654371625217
"0239121043",0.850949543612406,1500,1125,375,181.20421748769
"0239121049",1.00125931700264,2190,1311,879,173.138632728035
"0239121059",0.615849247163674,1211,766,445,180.055304323179
"0239121060",0.238819105869907,1359,238,1121,169.975892230366
"0240121003",1.00166618349989,1975,1312,663,176.196008375656
"0240121048",1.10784719306968,2250,1411,839,173.578171203678
"0240121056",1.28475365567385,2552,1599,953,172.157154569826
"0240121071",1.62724109152054,2263,1878,385,180.993135772376
"0240321004",0.933495333760676,1469,1227,242,184.71104117004
"0240321013",0.966844900105513,2992,1273,1719,160.62378373371
"0240321016",0.582877751728024,996,723,273,183.726164181318
"0240321021",0.772372712358406,1683,1001,682,175.893462769854
"0240321025",1.8551873556646,4049,1993,2056,147.584385041508
"0240421017",0.461994628964682,957,530,427,180.250582041912
"0240421019",3.15193218718154,3639,2184,1455,165.349892268878
"0240421027",1.52791357178507,2570,1823,747,174.815837385917
"0240421033",1.16776826285616,2136,1480,656,176.316067474641
"0240421034",0.16855476642483,866,144,722,175.323718243679
"0240821005",0.0985612972752947,233,85,148,188.414098843303
"0240821007",1.03013234133005,2774,1343,1431,165.752535844645
"0240821009",0.473838476207481,1433,551,882,173.116487160388
"0240821012",0.575780006881383,1247,715,532,178.403599433057
"0240821020",0.405980107096898,887,445,442,180.099717097675
"0242121002",0.621643615564659,2474,779,1695,161.249282321409
"0242121006",1.16746936411271,1880,1479,401,180.687067503089
"0242121015",0.583885529126694,2536,726,1810,158.386290516465
"0242121016",1.18297058923222,1811,1490,321,182.463393523832
"0242121023",0.791706372532859,2521,1033,1488,164.933242273147
"0242521017",1.06591619592481,2895,1370,1525,164.283143225429
"0242521021",1.34620142888428,1792,1656,136,189.167142558113
"0242521024",1.08012136989391,2410,1385,1025,171.266423944366
"0242521032",2.18722734004075,3874,2104,1770,159.46331963526
"0242521043",0.588367023953076,1303,734,569,177.569070208661
"0242621001",1.03595256608809,1576,1349,227,185.115048042638
"0242621005",0.502885482493859,2438,612,1826,158.028329331268
"0242621008",0.520305759967628,838,637,201,186.225875593312
"0242621012",0.394170027506216,1412,430,982,171.861578026624
"0242621014",0.64651067407748,1357,820,537,178.307089247416
"0242721003",1.37191514693375,3236,1681,1555,163.789924168327
"0242721025",1.26259182120528,3319,1578,1741,160.15654824274
"0242721028",0.694860027460227,2932,882,2050,148.036018386054
"0242721040",0.426013694903865,2541,480,2061,147.341932987972
"0242821008",0.169388543364053,1857,146,1711,160.749199566695
"0242821011",1.83500200657538,3980,1985,1995,151.2509689491
"0242821017",0.123396804753898,1371,108,1263,167.983236265582
"0242821020",0.104584903046809,340,96,244,184.673013051662
"0242821025",2.16318695985728,3245,2098,1147,169.651208255269
"0243421004",1.15240829223895,3372,1461,1911,155.249423282803
"0243421008",1.87043841723759,3770,1998,1772,159.439269328046
"0243421020",1.50417822927098,2727,1800,927,172.587197753981
"0243421022",1.77721299361447,3700,1951,1749,159.996646011989
"0243421024",0.100190693615669,1880,89,1791,158.827116692838
"0243521002",1.74463729077358,3418,1937,1481,164.989608316031
"0243521004",0.561255124431218,1409,690,719,175.366454758304
"0243521007",0.548794657777269,2845,671,2174,125.572137091524
"0243521010",0.632394868523842,2609,792,1817,158.242269324965
"0243521012",0.772684774354534,2408,1002,1406,166.09784153922
"0244521005",1.58942505411573,2867,1860,1007,171.5139509725
"0244521019",1.94906637695895,2733,2027,706,175.567818882788
"0244521025",1.39178253098922,2161,1702,459,179.857737147997
"0244521047",0.218891383777925,368,215,153,188.034852307992
"0244521050",0.288908821817087,376,293,83,192.080291693919
"0245121016",1.10219855524484,2778,1409,1369,166.549562072937
"0245121031",0.737216272643855,2974,943,2031,149.210358589603
"0245121034",0.379228063918076,624,402,222,185.215482829687
"0245121036",0.766404862841053,2115,992,1123,169.966117363356
"0245121047",0.453493596719447,959,515,444,180.060488763748
"0245321049",7.08830905878885e-13,2213,32,2181,117.665507759603
"0245421001",0.571890407589533,1762,710,1052,170.934362178989
"0245421003",0.476176770675348,718,557,161,187.795872115232
"0245421010",0.88827427593029,1211,1167,44,194.722419740951
"0245421014",0.72848300116482,2093,927,1166,169.456687525968
"0245421020",0.944032991200008,1697,1236,461,179.79509935512
"0247021016",1.62541960565351,3397,1876,1521,164.343660085783
"0247021017",0.707888837929539,1547,895,652,176.354406659521
"0247021018",1.56089115454206,3194,1843,1351,166.676071730059
"0247021020",0.818990658729179,2467,1082,1385,166.299460085782
"0247021021",2.83210035100129,3816,2173,1643,162.329890367771
"0247621008",2.92291234843791,3434,2178,1256,168.061934810702
"0247621040",3.00322366020341,3712,2181,1531,164.239584377094
"0247621041",0.584788503419362,2240,727,1513,164.537722547781
"0247621067",0.910352400381054,2787,1202,1585,163.25714503939
"0247621071",1.36568775648118,3671,1670,2001,150.961814503956
"0247921001",1.27934238688725,1693,1593,100,190.96349413759
"0247921004",0.564065276650372,1235,697,538,178.285018479881
"0247921014",0.483019891171955,2235,571,1664,161.767239777855
"0247921018",1.56628510039135,2448,1848,600,177.143449004484
"0247921021",1.2214074539088,2505,1533,972,172.001399418921
"0248121003",1.18122888925524,2286,1489,797,174.119874587314
"0248121011",2.51293965247144,4046,2143,1903,155.561366675459
"0248121024",0.468365070599655,2187,542,1645,162.302606144815
"0248121025",0.663632662201341,2907,841,2066,147.015812954561
"0248121033",0.00473529951924692,2139,39,2100,143.359143399008
"0248421010",1.21095727050612,3448,1522,1926,154.804946147512
"0248421013",0.702067917166055,1568,888,680,175.901566092342
"0248421015",0.357543158841537,2270,375,1895,155.870630965639
"0248421017",1.87264337046107,3908,1999,1909,155.272154763754
"0248421040",3.63969818882168,3838,2194,1644,162.317124587314
"0250521005",1.48941040326369,3248,1786,1462,165.298705960699
"0250521016",1.02062083123494,2187,1330,857,173.398004004788
"0250521017",1.11272444312144,3519,1416,2103,142.75359965464
"0250521024",1.61841496639342,3763,1872,1891,155.987838856599
"0250521026",0.55032536010957,1653,673,980,171.923833272128
"0251541001",1.38258293456337,2125,1694,431,180.182684073231
"0251541004",1.5083576694289,3356,1803,1553,163.854698239546
"0251541005",1.1841852551573,2406,1492,914,172.713031300938
"0251541007",0.76406878516034,2472,986,1486,164.939660199973
"0251541010",0.813226178694169,1155,1073,82,192.131586537101
"0252441037",0.00162750006403327,868,36,832,173.696280889592
"0252441038",0.43479357321509,800,490,310,182.72421640369
"0252441040",1.01211442273901,2714,1323,1391,166.250889332494
"0252441042",0.686098732745191,1602,871,731,175.108913897558
"0252441045",1.21959406011839,1970,1529,441,180.104519839728
"0252741018",2.19340731472124,2670,2106,564,177.703549502183
"0252741025",2.08878538686012,4082,2074,2008,150.636613624908
"0252741037",0.677964953609544,1670,859,811,173.95518069532
"0252741041",0.714216003704242,2148,906,1242,168.282049899934
"0252741044",0.424956248446347,1894,478,1416,165.980392580608
"0254041001",0.720149519332927,2097,914,1183,169.175347377215
"0254041008",1.47148110762675,2101,1769,332,182.202936013893
"0254041016",0.429118177383719,1715,485,1230,168.499517484648
"0254041026",0.172252478608066,1369,153,1216,168.716512461302
"0254041068",0.384044065406813,644,412,232,184.96830584029
"0254641001",0.655454205181988,1824,827,997,171.648158837014
"0254641007",0.185916087362344,1515,172,1343,166.792910924573
"0254641008",2.33641250513096,3910,2125,1785,159.025415666216
"0254641012",0.730353654377823,2103,931,1172,169.387264638584
"0254641017",0.828188492331258,2514,1094,1420,165.94960386847
"0255141011",1.2559038635757,3011,1571,1440,165.598371099864
"0255141020",0.267916390094459,284,267,17,199.814968310876
"0255141048",1.39838927912593,2961,1707,1254,168.092258499054
"0255141079",0.68579665897435,1493,867,626,176.632026760064
"0255141083",1.52210857613945,1930,1814,116,190.282999721897
"0258641006",2.23892230610877,3096,2112,984,171.824567482916
"0258641011",1.95989279066613,2459,2037,422,180.317633897009
"0258641081",1.66369254916084,2986,1902,1084,170.518756145501
"0258641082",0.712081926664969,1559,902,657,176.296612920602
"0258641084",1.00228171002752,2336,1314,1022,171.314560099187
"0260641002",0.0786552012536867,1686,72,1614,162.725397058669
"0260641019",0.908524493753353,3207,1198,2009,150.565723837903
"0260641022",1.31226766421949,3324,1624,1700,161.096708568641
"0260641042",0.982615226879408,2903,1292,1611,162.78708671067
"0260641051",2.75302076697335,3209,2164,1045,171.019658804377
"0260941014",1.20123283324987,2329,1509,820,173.811169870436
"0260941026",1.73995155055197,3162,1935,1227,168.574350649684
"0260941028",0.786015512305535,2233,1024,1209,168.784781916971
"0260941040",0.994873354853594,2781,1304,1477,165.033466733177
"0260941057",1.82081797417915,2534,1978,556,177.852890827161
"0261141015",0.643433026068664,1153,814,339,181.999193426728
"0261141020",0.761470284551118,2165,981,1184,169.166541855869
"0261141048",1.37009338663096,1916,1678,238,184.784210330696
"0261141049",0.47566161110573,2198,556,1642,162.330379103283
"0261141060",0.803472536876654,2326,1052,1274,167.724232478237
"0261741001",0.597061717272909,1693,742,951,172.214416767528
"0261741015",1.40232907160196,2726,1713,1013,171.421692042889
"0261741037",1.36789000911954,2989,1676,1313,167.231354915725
"0261741055",0.305433885689146,1914,311,1603,162.984791236274
"0261741059",1.40302098655613,3164,1715,1449,165.414609549608
"0262341016",0.82204468744371,2267,1087,1180,169.245682913791
"0262341020",1.33994121795714,2659,1650,1009,171.49381371087
"0262341022",0.296586807975844,2243,300,1943,154.073780889592
"0262341023",0.251076322397969,2055,249,1806,158.498874359397
"0262341025",0.31347253554922,1680,319,1361,166.602169808676
"0263741014",0.245820857629363,1832,246,1586,163.253780889591
"0263741037",0.408600652879569,1718,452,1266,167.968062429003
"0263741052",1.01442741177649,1534,1325,209,185.873813636744
"0263741072",0.235890467162185,2091,230,1861,156.851396165663
"0263741083",0.143743792746303,1173,126,1047,170.988854915725
"0263841043",0.209617872517664,2075,200,1875,156.662141247126
"0263841048",0.251882655179539,1375,251,1124,169.956007225671
"0263841064",0.730937135843044,948,932,16,200.424935159153
"0263841069",1.10116497366513,2674,1407,1267,167.93081623598
"0263841081",0.281708440241702,1081,282,799,174.100361996168
"0263941006",1.20807100580222,2923,1521,1402,166.176544974529
"0263941039",0.320817418363979,1295,324,971,172.002856332881
"0263941040",0.725482858513218,2986,924,2062,147.275544809527
"0263941052",1.23049724309451,2545,1543,1002,171.587369402731
"0263941080",0.485198052883623,1328,575,753,174.763115759565
"0264541003",2.00345081766868,3634,2051,1583,163.321309875204
"0264541008",1.52452976046781,2305,1817,488,179.231810272794
"0264541010",1.82138679442878,3380,1979,1401,166.17881765923
"0264541013",0.621329481846672,1186,778,408,180.514508829059
"0264541025",0.57963961684073,1158,718,440,180.105943271937
"0269641013",1.09763359799816,2555,1404,1151,169.611896355477
"0269641015",0.542262449425824,2708,663,2045,148.468232392601
"0269641023",1.79771278426913,2345,1963,382,181.07882949877
"0269641026",1.20651736438408,2705,1519,1186,169.124720935361
"0269641045",0.95092238004184,2772,1245,1527,164.272824825308
"0278641004",0.338634712136941,2339,349,1990,151.788187437739
"0278641032",0.337233715464676,2114,345,1769,159.510409717972
"0278641034",0.471463989885313,1333,545,788,174.221131060484
"0278641037",0.786764753239705,1200,1025,175,187.165427130028
"0278641076",0.646569691103028,2180,821,1359,166.625911282375
"0278741020",0.801081947386538,2931,1045,1886,156.29163050672
"0278741034",0.200754294259094,1045,185,860,173.377196896144
"0278741035",1.20230240185082,1798,1513,285,183.618560762652
"0278741050",0.502868248327159,2804,611,2193,64.9105805290423
"0278741052",1.3765876704272,3371,1686,1685,161.356224456471
"0279641009",0.0739373602453444,1997,70,1927,154.790534439478
"0279641014",0.0435293562487619,1572,52,1520,164.375085086358
"0279641035",1.56383325259317,3718,1846,1872,156.672720771847
"0279641055",1.17231425880207,1539,1485,54,194.188589949469
"0279641063",1.0265407492306,3377,1337,2040,148.839977347186
"0280041005",0.823355629238962,2516,1089,1427,165.867839717704
"0280041018",0.773348142556389,1557,1003,554,177.872665890418
"0280041019",0.175603615685512,807,161,646,176.378941026823
"0280041022",0.276810330560998,1088,274,814,173.846289355904
"0280041042",0.263526701909377,1493,262,1231,168.442020131785
"0280241009",1.55526893753248,2453,1840,613,176.855440176737
"0280241014",0.682510909451871,2008,863,1145,169.698236351362
"0280241019",1.0748712719214,1632,1379,253,184.219470911337
"0280241028",0.579920969271608,2328,719,1609,162.804520050688
"0280241051",0.75699385417757,2134,975,1159,169.486757340711
"0281241006",0.474902799826417,1015,555,460,179.809356512926
"0281241021",0.416962621492934,872,468,404,180.64987970362
"0281241024",1.64456180098453,3226,1891,1335,166.902565869415
"0281241039",0.487562200244015,1566,578,988,171.774430230797
"0281241085",0.702726612974665,2283,889,1394,166.229397884051
"0281741002",0.208030156351398,960,195,765,174.638639328344
"0281741021",0.747755166863962,1755,959,796,174.125482536081
"0281741031",0.386679238830397,917,417,500,179.044551257615
"0281741036",0.493173527828427,1084,587,497,179.110136662107
"0281741037",1.11559548094788,2375,1425,950,172.235396035654
"0283341007",1.16732182129166,1596,1478,118,190.117114833995
"0283341018",0.63252743423724,2246,793,1453,165.362280350179
"0283341021",0.491673701286778,2571,585,1986,151.921620877808
"0283341028",0.554538533888504,2527,679,1848,157.310328420319
"0283341030",0.44686935798596,1398,504,894,172.962603632859
"0283441013",0.0308488183931806,2110,46,2064,147.162114222924
"0283441029",1.52545393937855,2124,1818,306,182.942364833994
"0283441041",1.28983791277861,1887,1601,286,183.594306005732
"0283441042",0.607633926986655,2733,756,1977,152.369310824714
"0283441052",0.867880398314945,1952,1146,806,174.039621284228
"0283541015",1.65686934654774,2522,1898,624,176.677024428114
"0283541018",2.40059014194497,3721,2132,1589,163.230715450216
"0283541019",0.461260892252523,2136,528,1608,162.816264398267
"0283541024",0.770679307956189,1222,997,225,185.178242886246
"0283541057",2.21990532614997,3921,2110,1811,158.383236456254
"0283741042",1.16205713174792,3282,1474,1808,158.417494787319
"0283741060",0.640653298571373,2458,805,1653,162.103192834861
"0283741065",0.210658425364052,1945,202,1743,160.120834295584
"0283741067",0.826734381185047,2093,1092,1001,171.605912161439
"0283741069",0.387553185208494,711,419,292,183.378181628393
"0283841010",0.159622637441282,327,138,189,186.557018709624
"0283841029",1.39162191898122,2336,1701,635,176.510305420001
"0283841052",1.07614782365428,2480,1381,1099,170.282130639339
"0283841063",0.501480121315264,2599,605,1994,151.418958345543
"0283841066",0.983530299735403,1908,1294,614,176.833289319975
"0284041003",2.61289609334978,4023,2155,1868,156.74130928117
"0284041017",1.2285567814053,2539,1540,999,171.624591541359
"0284041019",1.11634703383112,2067,1428,639,176.445291079221
"0284041026",0.0477194982762333,352,54,298,183.173231353772
"0284041057",0.258189971890299,273,258,15,200.706947084422
"0284141007",1.64328390030789,1976,1890,86,191.958904563575
"0284141031",0.603206282893207,1519,752,767,174.570145476096
"0284141032",1.47974045645438,2586,1777,809,173.963566422739
"0284141048",1.38395309454761,2978,1696,1282,167.639562845506
"0284141050",1.90085510071084,3729,2007,1722,160.556748167724
"0284241003",0.447890564940136,1170,505,665,176.135952899787
"0284241004",0.379970363119051,1754,406,1348,166.716098863356
"0284241010",0.757509236975989,2633,977,1656,161.982612611513
"0284241026",0.793102554238928,1132,1035,97,191.066073053194
"0284241028",0.572709219466215,2630,712,1918,155.017654563576
"0286821005",0.408220234674427,1580,450,1130,169.846128668967
"0286821009",1.420587798204,1845,1730,115,190.412219034743
"0286821015",0.582476968774091,2324,722,1602,163.018801239957
"0286821019",0.578788981002855,1751,716,1035,171.131083142502
"0286821021",1.49866643767095,3306,1796,1510,164.649145105362
"0287841011",0.0492046851186428,849,56,793,174.166412252319
"0287841044",1.06662654727298,2200,1371,829,173.730619786537
"0287841057",0.321863123040503,1314,327,987,171.786729346216
"0287841065",0.227161339147643,1208,223,985,171.816517892361
"0287841069",1.94416586401535,3269,2025,1244,168.236851286491
"0288041015",0.385132325313699,926,415,511,178.843709805812
"0288041055",2.00046424630116,3905,2049,1856,157.068452595717
"0288041062",0.500198902291179,1023,599,424,180.284406091798
"0288041066",0.454966339067728,1816,517,1299,167.388859900159
"0288041078",0.560274842938816,1358,687,671,176.051910561677
"0288141001",0.705716587652351,2132,892,1240,168.305548471617
"0288141006",0.959721655962743,3389,1261,2128,139.036381923363
"0288141015",0.202286226685389,932,189,743,174.872978476005
"0288141019",0.377581912675553,1771,397,1374,166.424416522232
"0288141031",0.747939259457588,2833,960,1873,156.66991338242
"0288241004",0.749450623439351,2375,964,1411,166.008488320825
"0288241005",1.56963539650665,2174,1850,324,182.388369186809
"0288241011",0.149565193348577,2300,131,2169,127.643780889594
"0288241017",0.512195687536594,2590,626,1964,152.912712632822
"0288441005",0.697111346532778,2546,885,1661,161.82072546092
"0288441013",0.723065441578845,1104,919,185,186.628933831027
"0288441021",1.58178894112104,2484,1856,628,176.625760456958
"0288441026",0.421048446874658,2170,473,1697,161.161458899819
"0288441035",1.33230177949437,1687,1641,46,194.696582659042
"0288541002",1.18453649125379,2434,1493,941,172.393292410806
"0288541008",1.27042503300348,3654,1583,2071,146.713123980195
"0288541011",0.335032971035401,1151,341,810,173.960613060689
"0288541013",1.62099675619833,3604,1875,1729,160.447146342402
"0288541024",1.80530050399658,3138,1968,1170,169.402726817568
"0288741008",2.46713567581379,4001,2138,1863,156.822583248623
"0288741014",0.297444074147955,1758,301,1457,165.344010277105
"0288741026",1.81166835971563,4063,1971,2092,144.220427949953
"0288741035",1.0949148693407,3468,1400,2068,146.947679924091
"0288741040",1.20217615006723,3210,1511,1699,161.096728755606
"0289741001",1.65552337819128,2159,1897,262,184.027893320724
"0289741008",0.903536266678071,2476,1188,1288,167.525171944052
"0289741038",0.13580336039056,1617,117,1500,164.796394868595
"0289741046",1.44666104890638,2857,1747,1110,170.121637106214
"0289741048",0.420592783406648,920,470,450,179.94600281196
"0289841009",0.611899791305082,2434,759,1675,161.645769926987
"0289841011",0.812109775567504,1783,1070,713,175.481021537212
"0289841023",1.05318638465159,2985,1357,1628,162.516107568594
"0289841032",0.787063628764575,2932,1027,1905,155.534904906998
"0289841057",1.22694057867756,3614,1537,2077,145.866394077857
"0290041025",0.242145148642671,453,243,210,185.802662961117
"0290041046",0.754784345145713,1328,969,359,181.549109550055
"0290041065",1.7267764731133,2264,1933,331,182.228256291296
"0290041068",0.547942650631961,1152,669,483,179.315978651937
"0290041079",0.102989086375151,1236,94,1142,169.708928046043
"0290141005",0.9639258395278,1572,1265,307,182.822501988579
"0290141010",1.25569298797465,2259,1570,689,175.805057902218
"0290141015",1.12762812831145,2784,1435,1349,166.699274770558
"0290141026",0.490904257645941,1129,584,545,178.149392987978
"0290141042",0.474770414793661,1358,554,804,174.043626373457
"0290241004",1.83082596661436,2145,1982,163,187.733301280663
"0290241030",0.685828820586941,1487,868,619,176.781760583853
"0290241032",1.7984460228816,2676,1965,711,175.506822084529
"0290241042",0.627706855277513,877,787,90,191.472685015628
"0290241054",0.805756358849258,1962,1058,904,172.838205779989
"0290341007",0.938631021599418,2924,1234,1690,161.302890719818
"0290341012",1.49144705089276,2368,1788,580,177.430261300121
"0290341025",1.34898405056195,2150,1658,492,179.182583523654
"0290341057",2.03162784027374,4003,2058,1945,153.959902890709
"0290341111",2.52677392073695,2821,2145,676,175.975848058043
"0290441032",1.50792720963917,3350,1802,1548,163.980968472356
"0290441060",0.922035361896322,1723,1214,509,178.851984489609
"0290441064",1.14971874809066,2383,1457,926,172.587540917432
"0290441080",0.092421365071906,1250,79,1171,169.392150281637
"0290441081",0.459284632956038,2344,525,1819,158.187207714672
"0290541004",1.30756800223647,2378,1617,761,174.670523427264
"0290541005",1.01159587638722,1400,1321,79,192.280326884324
"0290541007",1.29326251175424,3694,1605,2089,144.536202520142
"0290541054",1.82700692639788,3868,1980,1888,156.051041170039
"0290541055",0.521247407255149,1025,638,387,180.894903222937
"0290641019",0.121163387080065,1371,106,1265,167.97821155619
"0290641046",0.0381788308870687,2100,51,2049,148.082452478471
"0290641061",0.618777442113402,1487,772,715,175.420611783608
"0290641081",1.90112315385442,2283,2008,275,183.72458707014
"0290741029",0.899713766274358,2620,1182,1438,165.650091123138
"0290741031",0.640665938209243,2827,806,2021,149.729768391779
"0290741035",1.29850204197319,3775,1610,2165,129.076778115557
"0290741046",0.379819933108707,1237,404,833,173.676607263731
"0290741063",0.723914864982666,2872,920,1952,153.442072181214
"0290841001",0.377767938077572,2338,398,1940,154.152431999605
"0290841002",0.41158229164138,1756,460,1296,167.422239868826
"0290841008",0.0913049322818256,1279,78,1201,168.907444477605
"0290841009",1.12446142783207,1467,1434,33,196.130149812904
"0290841053",1.97304422717535,3448,2040,1408,166.047863757398
"0291041008",1.17869558390261,3283,1488,1795,158.737425433218
"0291041021",0.137037056703211,803,119,684,175.889543952282
"0291041028",1.45760209491481,3834,1756,2078,145.805656990759
"0291041056",0.616957092554226,2676,768,1908,155.280883743266
"0291041065",1.41888508971188,3404,1726,1678,161.533593806865
"0291141022",0.602019442835008,2115,750,1365,166.574118795377
"0291141026",1.31163506498386,3344,1623,1721,160.583106043032
"0291141043",1.51855106111289,3790,1809,1981,152.213380620003
"0291141053",0.334311313005222,1877,339,1538,164.127108352482
"0291141061",0.583503091907257,2345,725,1620,162.605853161717
"0291241002",1.00386285625714,2554,1316,1238,168.328826828343
"0291241026",0.069811597894919,982,66,916,172.690397709698
"0291241030",1.34045484300731,3642,1653,1989,151.821600637242
"0291241031",1.09109263616462,2811,1394,1417,165.977764839961
"0291241034",0.964931969887708,2709,1267,1442,165.562745122655
"0291341008",0.618658507636578,1535,771,764,174.638994038705
"0291341009",1.84279649101715,3789,1986,1803,158.520383114329
"0291341023",0.74944670080083,1585,963,622,176.693711678451
"0291341047",0.201556918614747,1282,187,1095,170.311548540117
"0291341054",1.01562491392514,2295,1327,968,172.020104884818
"0291441018",0.539696070454962,714,661,53,194.202409278662
"0291441031",1.25423460017813,3329,1567,1762,159.687270437057
"0291441034",1.94242565644636,2768,2024,744,174.86342297238
"0291441053",2.35493145694469,4074,2127,1947,153.877940987605
"0291441054",0.722196589958348,1335,917,418,180.383368107213
"0291541008",0.778253574375478,1551,1012,539,178.257771824734
"0291541018",0.416335414344204,1307,465,842,173.540121057996
"0291541057",1.16094685750051,2035,1473,562,177.732465087799
"0291541064",0.828929864688368,1124,1097,27,197.493136062889
"0291541082",0.860944912430818,1322,1141,181,186.848364833998
"0291641036",1.49550134304566,2865,1793,1072,170.674978201462
"0291641039",1.71092676739482,3119,1922,1197,168.958122191111
"0291641053",1.19258885520506,1670,1499,171,187.273250321883
"0291641055",0.691698795453493,1456,878,578,177.472599415981
"0291641065",2.60718610764354,3922,2154,1768,159.532592767544
"0291741030",0.844320826161853,2692,1116,1576,163.438706054632
"0291741056",0.512651438265211,1564,629,935,172.493680820903
"0291741073",1.35484223794287,3036,1663,1373,166.45278172356
"0291741078",0.143626989763647,646,125,521,178.649373502411
"0291741097",0.40457160830229,1385,441,944,172.346024456261
"0291841031",0.870316347727311,1847,1148,699,175.696711741801
"0291841043",0.919731338776981,1732,1213,519,178.685651478061
"0291841057",2.20723491455189,4152,2108,2044,148.531002897467
"0291841066",0.424618277738989,1914,477,1437,165.668949170951
"0291841089",0.640994745615616,2357,808,1549,163.955258621828
"0291941001",0.889783551680164,2175,1171,1004,171.5448224153
"0291941034",0.681368060279911,1453,861,592,177.276808307123
"0291941039",0.199775582381725,264,183,81,192.243186959095
"0291941052",0.350585740742395,1370,365,1005,171.539227279477
"0291941077",1.63521569829657,2893,1882,1011,171.471328541359
"0292041021",1.11424142812226,2197,1420,777,174.392484924049
"0292041034",1.92640737589797,2752,2017,735,175.052619748919
"0292041037",0.0992496142359039,1720,88,1632,162.446413173611
"0292041048",1.86148234252834,3337,1995,1342,166.815000794483
"0292041065",2.16383103092052,4057,2099,1958,153.160010052037
"0292141016",0.603620448560473,2487,753,1734,160.33763345899
"0292141017",1.11754906172412,3526,1430,2096,143.958435739646
"0292141035",0.263817499327009,956,263,693,175.750891247125
"0292141042",1.12997723405534,1823,1439,384,180.995146579596
"0292141062",0.372885757637178,441,391,50,194.342479365793
"0292241070",1.32869681361645,3083,1636,1447,165.464784315922
"0292241073",0.598924209232928,2882,744,2138,136.657017648463
"0292241086",0.714290149540507,2227,907,1320,167.120432341353
"0292241112",1.80213500580454,2669,1966,703,175.585793009538
"0292241116",1.59032109842215,2166,1861,305,183.025610803
"0292441003",0.52176999052687,1938,640,1298,167.395663320352
"0292441009",1.32576672961744,2408,1634,774,174.43428671987
"0292441018",1.81843770559631,3348,1977,1371,166.474519567368
"0292441021",1.09110807845796,2018,1395,623,176.689273932009
"0292441043",0.177327404755574,1894,164,1730,160.400443096008
"0292641012",1.10606123310281,2291,1410,881,173.127162819285
"0292641022",0.70795568777407,2240,896,1344,166.784896833243
"0292641026",0.208980034563329,554,197,357,181.562053352935
"0292641030",0.878391586113311,2721,1153,1568,163.579748071984
"0292641047",0.379699159187766,1570,403,1167,169.451863042672
"0292741011",1.26185165028476,2790,1577,1213,168.761852135043
"0292741026",1.20443992005643,2278,1516,762,174.648711474384
"0292741032",0.625335711846569,1976,783,1193,169.002458130846
"0292741049",0.677625938522599,933,858,75,192.392503091476
"0292741062",0.756826860288341,1282,974,308,182.807481216285
"0292841006",0.784128234906814,1363,1021,342,181.925818329664
"0292841013",1.99505506365509,2262,2046,216,185.627833159601
"0292841016",0.213036420416163,2330,204,2126,139.470826830137
"0292841037",1.37249854164108,2081,1682,399,180.71344133953
"0292841093",0.08858142351246,183,75,108,190.755334295585
"0292941004",1.95801170324515,2131,2035,96,191.092308765392
"0292941010",0.466701580019673,931,538,393,180.851975500225
"0292941021",0.563417024151793,867,695,172,187.241488528798
"0292941026",1.55627917904081,2398,1841,557,177.844550678844
"0292941028",0.410981220152101,1105,457,648,176.37257981016
"0293041030",1.37861058092162,2323,1691,632,176.589668451949
"0293041063",0.518160856643123,1427,635,792,174.176611131269
"0293041075",2.27652315665007,3871,2114,1757,159.827140664858
"0293041083",1.17272848405161,3121,1486,1635,162.40834258736
"0293041091",1.62612432700298,1924,1877,47,194.492877033487
"0293141002",0.636239317303816,1573,798,775,174.411234944779
"0293141012",1.23899119627694,2950,1551,1399,166.180665641989
"0293141037",0.798935230511793,1331,1043,288,183.562405957293
"0293141063",1.11003823265378,1907,1414,493,179.153213898232
"0293141064",0.918264920595174,1283,1212,71,192.917198239547
"0293241038",1.20464705284232,3625,1517,2108,142.324121688165
"0293241043",0.81417252023133,2858,1076,1782,159.19473290741
"0293241056",0.662150467129284,1365,838,527,178.498465012441
"0293241063",0.102086728923678,1141,92,1049,170.970247361985
